R_squared,P_values,Betas
-2.220446049250313e-16,[3.79928975e-109],[974.67370366]
-2.220446049250313e-16,[1.28119981e-108],[1031.52570178]
-2.220446049250313e-16,[3.22644993e-104],[1039.29851577]
-2.220446049250313e-16,[1.11832465e-97],[1063.87970808]
-2.220446049250313e-16,[1.08621183e-106],[1080.45428108]
2.220446049250313e-16,[5.02146749e-101],[1001.26339183]
4.440892098500626e-16,[4.14597663e-105],[905.20393402]
-2.220446049250313e-16,[2.37293047e-106],[892.23063031]
0.0,[9.93407569e-107],[898.86761235]
0.0,[4.29780776e-105],[912.92482144]
0.0,[1.07210359e-106],[943.68232637]
-2.220446049250313e-16,[1.99104082e-108],[951.4589736]
0.0,[7.1265522e-101],[945.33250517]
1.1102230246251565e-16,[6.71751418e-100],[978.98658064]
0.0,[2.11331657e-96],[975.18447457]
-2.220446049250313e-16,[4.71495684e-98],[894.20361448]
-2.220446049250313e-16,[3.21430363e-80],[699.68895766]
1.1102230246251565e-16,[1.8894502e-60],[503.97462493]
-2.220446049250313e-16,[4.54583237e-61],[557.79048606]
0.0,[3.24773337e-90],[943.33007214]
0.0,[1.42122668e-99],[764.131666]
1.1102230246251565e-16,[8.59995879e-97],[838.33535587]
0.0,[5.02674986e-99],[924.8221256]
-2.220446049250313e-16,[1.88721347e-99],[966.94887408]
2.220446049250313e-16,[4.63716672e-94],[969.87738995]
0.0,[8.05357508e-107],[957.08450377]
2.220446049250313e-16,[7.44425473e-93],[945.35562672]
0.0,[2.19139283e-92],[933.83139098]
0.0,[9.13918226e-99],[868.07910874]
0.0,[1.01265184e-107],[829.89175475]
1.1102230246251565e-16,[4.26535274e-109],[845.15394742]
-2.220446049250313e-16,[4.85470012e-107],[872.54287181]
-2.220446049250313e-16,[2.2909089e-109],[903.36128504]
1.1102230246251565e-16,[4.72939715e-112],[924.54340198]
-2.220446049250313e-16,[4.39506093e-109],[923.06671382]
2.220446049250313e-16,[5.95731267e-104],[964.20409079]
0.0,[3.5500935e-104],[965.02392458]
3.3306690738754696e-16,[4.57570072e-107],[910.29515764]
1.1102230246251565e-16,[6.0281485e-93],[782.47438319]
0.0,[4.04711792e-77],[676.26102103]
-2.220446049250313e-16,[7.8936387e-76],[728.66742063]
0.0,[2.37458846e-95],[923.50745108]
0.0,[3.68910765e-105],[910.88801844]
-2.220446049250313e-16,[2.06669666e-87],[801.24750235]
-2.220446049250313e-16,[4.23967127e-98],[744.26271566]
-2.220446049250313e-16,[1.17408232e-93],[769.94437663]
0.0,[2.73597749e-99],[770.70059743]
-4.440892098500626e-16,[2.77414574e-105],[790.41096287]
-2.220446049250313e-16,[2.77272424e-106],[814.3518964]
0.0,[1.31846364e-110],[841.37476902]
0.0,[1.81685075e-113],[888.91847738]
2.220446049250313e-16,[1.84523658e-102],[910.64238904]
1.1102230246251565e-16,[2.54346065e-102],[921.17476639]
0.0,[7.68031091e-107],[938.90249694]
0.0,[6.87750956e-110],[944.23347144]
0.0,[3.89166474e-108],[918.13806392]
0.0,[1.13126293e-106],[854.91798311]
-2.220446049250313e-16,[3.48981176e-94],[809.62304448]
-2.220446049250313e-16,[1.32711316e-89],[858.64233159]
0.0,[8.32187083e-103],[951.30428778]
2.220446049250313e-16,[1.88308259e-102],[910.07639567]
2.220446049250313e-16,[6.89678155e-97],[648.92165001]
-2.220446049250313e-16,[4.19339527e-100],[684.9820437]
-2.220446049250313e-16,[1.19854395e-105],[685.68830423]
1.1102230246251565e-16,[4.07284402e-104],[701.08444992]
0.0,[3.44598593e-103],[756.70932665]
2.220446049250313e-16,[9.3497098e-106],[801.36762552]
1.1102230246251565e-16,[2.38663031e-104],[833.36251891]
2.220446049250313e-16,[3.39749788e-107],[900.0008868]
0.0,[2.71125888e-108],[910.4090624]
4.440892098500626e-16,[9.17472647e-112],[927.84244074]
-2.220446049250313e-16,[2.43391879e-111],[940.05844894]
2.220446049250313e-16,[1.01963977e-109],[932.90764902]
2.220446049250313e-16,[1.45686485e-108],[900.87046305]
-2.220446049250313e-16,[3.08548888e-97],[874.49447811]
1.1102230246251565e-16,[2.38341102e-94],[893.00490076]
1.1102230246251565e-16,[3.23516311e-103],[950.09074731]
0.0,[1.90571569e-102],[929.67966117]
-2.220446049250313e-16,[9.43840034e-90],[704.21562763]
0.0,[7.43129451e-91],[674.75828881]
3.3306690738754696e-16,[1.256125e-93],[718.4694549]
-2.220446049250313e-16,[4.59000329e-92],[755.10605038]
-2.220446049250313e-16,[5.56921756e-95],[755.89599968]
-2.220446049250313e-16,[6.11681584e-101],[760.49680463]
-4.440892098500626e-16,[3.30988371e-106],[806.99947103]
-2.220446049250313e-16,[5.10778117e-109],[838.78601194]
2.220446049250313e-16,[4.65791026e-107],[837.67428768]
-2.220446049250313e-16,[6.97420216e-106],[910.84652171]
2.220446049250313e-16,[1.63175898e-109],[929.28771135]
1.1102230246251565e-16,[1.50713211e-110],[943.84378471]
-2.220446049250313e-16,[1.34948146e-104],[932.99950693]
-4.440892098500626e-16,[5.06852354e-91],[868.09706864]
-2.220446049250313e-16,[1.45709481e-79],[772.44445442]
-2.220446049250313e-16,[4.75637807e-77],[726.33108939]
1.1102230246251565e-16,[2.52409577e-85],[821.53988827]
-2.220446049250313e-16,[1.34140352e-83],[722.52978755]
0.0,[9.51996886e-89],[797.92091998]
0.0,[5.21696645e-93],[912.10188682]
0.0,[1.19725336e-90],[912.70900592]
-2.220446049250313e-16,[1.31697318e-77],[860.16078336]
0.0,[1.93834128e-92],[846.46362065]
-2.220446049250313e-16,[1.68713051e-106],[855.47135536]
1.1102230246251565e-16,[5.85603525e-104],[875.88800887]
-2.220446049250313e-16,[2.55236021e-106],[931.01331643]
-2.220446049250313e-16,[1.74181155e-104],[938.77833228]
0.0,[1.32772929e-94],[898.85995304]
-2.220446049250313e-16,[2.82726725e-84],[761.49307909]
0.0,[3.46201137e-78],[606.93289005]
0.0,[1.58204e-74],[549.38702093]
0.0,[1.29600078e-81],[645.04723762]
2.220446049250313e-16,[4.63931695e-83],[766.27684948]
1.1102230246251565e-16,[8.38630798e-75],[961.2635163]
-2.220446049250313e-16,[4.04246251e-98],[856.50927615]
0.0,[1.11474373e-109],[893.77315746]
-2.220446049250313e-16,[4.53896695e-104],[902.05758368]
0.0,[4.85225636e-104],[910.57428457]
-2.220446049250313e-16,[1.83621821e-100],[874.71073046]
-2.220446049250313e-16,[1.40505722e-98],[785.51032212]
-2.220446049250313e-16,[7.41500649e-77],[725.49342017]
0.0,[5.85705284e-66],[701.74138327]
1.1102230246251565e-16,[4.20469308e-70],[697.52838733]
0.0,[4.39119635e-71],[703.76547899]
-2.220446049250313e-16,[3.5422375e-91],[824.8538196]
0.0,[3.14711369e-87],[1098.86326569]
0.0,[1.02366439e-92],[899.58583218]
0.0,[6.59642616e-92],[853.59184475]
0.0,[1.77070281e-93],[867.81806976]
-2.220446049250313e-16,[1.71121352e-96],[880.81697591]
0.0,[7.42240301e-100],[860.95950617]
0.0,[2.52237002e-101],[873.24336273]
1.1102230246251565e-16,[4.12566873e-102],[847.55025108]
2.220446049250313e-16,[1.98323015e-101],[798.27079504]
0.0,[1.833702e-83],[796.17977127]
-2.220446049250313e-16,[5.65028904e-77],[836.81913249]
0.0,[8.27552708e-84],[833.28153244]
3.3306690738754696e-16,[5.26734822e-79],[779.18654378]
0.0,[3.34409318e-97],[797.6916839]
1.1102230246251565e-16,[4.53555597e-95],[1137.44246419]
0.0,[4.00472633e-94],[1058.36345837]
0.0,[7.06366558e-94],[934.03197404]
-2.220446049250313e-16,[1.3222853e-93],[885.92978683]
1.1102230246251565e-16,[9.40320262e-95],[891.47798665]
1.1102230246251565e-16,[4.86531844e-101],[855.64762968]
0.0,[2.25095446e-99],[850.36242436]
0.0,[5.21749606e-97],[809.89056037]
1.1102230246251565e-16,[9.85108009e-102],[774.56609629]
3.3306690738754696e-16,[2.77455863e-95],[810.5829767]
1.1102230246251565e-16,[3.11860795e-89],[880.29724719]
0.0,[2.71158923e-87],[821.13122439]
4.440892098500626e-16,[2.68821175e-80],[707.93049053]
-4.440892098500626e-16,[9.85422402e-98],[778.58586928]
0.0,[1.60852889e-93],[1054.80696854]
-2.220446049250313e-16,[9.61887641e-93],[892.22559192]
0.0,[7.79966434e-97],[855.61636891]
-2.220446049250313e-16,[1.18674857e-94],[832.57689831]
0.0,[6.17711268e-94],[779.88682048]
-2.220446049250313e-16,[1.62677038e-99],[761.48895862]
-2.220446049250313e-16,[8.26352234e-97],[825.88486496]
1.1102230246251565e-16,[8.11598163e-95],[863.09662583]
1.1102230246251565e-16,[2.74510024e-89],[715.94915293]
0.0,[1.05373867e-94],[706.29775103]
0.0,[8.45047437e-93],[840.2368176]
0.0,[1.18433423e-106],[820.68374095]
0.0,[2.66329815e-95],[795.45945231]
0.0,[5.50161172e-85],[750.69476438]
0.0,[2.20166687e-86],[754.41506898]
0.0,[4.3772714e-92],[831.53138284]
0.0,[4.71232812e-99],[826.13648538]
2.220446049250313e-16,[6.28839046e-81],[712.53974466]
0.0,[6.91270516e-89],[792.38312486]
-2.220446049250313e-16,[2.29098011e-91],[831.24329331]
-2.220446049250313e-16,[1.31537933e-93],[770.63456337]
0.0,[8.3762037e-106],[770.54557052]
2.220446049250313e-16,[5.09163474e-88],[714.94344554]
0.0,[1.57772829e-78],[650.09312529]
0.0,[4.30414683e-80],[670.67929137]
0.0,[4.02220781e-80],[792.45702168]
-2.220446049250313e-16,[1.55333236e-89],[800.5038129]
2.220446049250313e-16,[1.43060291e-82],[761.428985]
0.0,[4.71665225e-103],[812.6629878]
-2.220446049250313e-16,[1.27882466e-102],[731.87568934]
0.0,[1.52723244e-101],[704.41045903]
0.0,[3.66581754e-96],[717.44214825]
0.0,[1.7103373e-81],[611.98921952]
-2.220446049250313e-16,[1.12700472e-77],[540.39791631]
0.0,[3.67155295e-77],[616.79758109]
-2.220446049250313e-16,[5.46212794e-87],[800.65886015]
-2.220446049250313e-16,[5.97016631e-96],[832.45240814]
0.0,[5.99022128e-96],[810.36082189]
0.0,[3.38322892e-101],[791.53947658]
2.220446049250313e-16,[6.74384789e-93],[680.3217558]
2.220446049250313e-16,[3.94829618e-84],[572.18903306]
-2.220446049250313e-16,[1.09934877e-85],[556.3832936]
1.1102230246251565e-16,[8.76069915e-83],[708.5505766]
0.0,[2.2799901e-96],[841.79977716]
0.0,[3.30218418e-97],[824.87800748]
-2.220446049250313e-16,[9.52498647e-98],[790.83449061]
2.220446049250313e-16,[6.38144684e-96],[752.51896039]
0.0,[2.01612196e-89],[653.51168165]
0.0,[3.82996021e-86],[576.36524754]
0.0,[1.38903718e-81],[640.85281073]
2.220446049250313e-16,[2.07043483e-90],[806.79482135]
0.0,[2.31499209e-99],[839.1047088]
2.220446049250313e-16,[4.13069246e-98],[778.27885766]
0.0,[2.45901874e-100],[735.94288306]
0.0,[1.03009197e-96],[734.17419912]
1.1102230246251565e-16,[9.03142664e-90],[612.6884275]
0.0,[8.81588563e-78],[597.29225308]
-2.220446049250313e-16,[8.54231383e-84],[736.86556588]
0.0,[2.73499867e-94],[853.39808924]
2.220446049250313e-16,[1.91868352e-90],[815.35160678]
2.220446049250313e-16,[5.65916591e-97],[737.1035635]
1.1102230246251565e-16,[6.25105875e-105],[713.23763978]
0.0,[1.12901138e-80],[635.24856029]
0.0,[2.17935165e-77],[699.86340452]
0.0,[1.42391945e-93],[802.84231627]
2.220446049250313e-16,[4.2531445e-89],[806.04027004]
0.0,[1.58251173e-89],[752.705272]
0.0,[1.43161401e-98],[728.77163876]
-2.220446049250313e-16,[1.50468787e-99],[737.51233628]
1.1102230246251565e-16,[1.93235853e-88],[684.83940334]
1.1102230246251565e-16,[1.20806924e-83],[735.35912966]
2.220446049250313e-16,[6.58659645e-89],[797.36840461]
0.0,[6.04204327e-95],[778.32143866]
2.220446049250313e-16,[4.54343478e-95],[722.47498636]
-2.220446049250313e-16,[4.18875652e-99],[739.41552734]
0.0,[2.38023377e-95],[773.32632865]
0.0,[4.4731347e-98],[784.27535951]
0.0,[5.16669999e-91],[694.30497353]
2.220446049250313e-16,[9.25132309e-96],[770.02705413]
3.3306690738754696e-16,[3.19122375e-96],[774.68700214]
0.0,[7.01354644e-98],[707.14649275]
0.0,[9.55320799e-100],[695.26964135]
-2.220446049250313e-16,[7.78135698e-96],[748.65273629]
-2.220446049250313e-16,[2.22625112e-101],[779.98206524]
0.0,[7.28283425e-100],[790.59456859]
0.0,[2.31547108e-96],[670.50820624]
0.0,[3.73885195e-88],[723.01054472]
0.0,[4.51186175e-87],[692.8284577]
-2.220446049250313e-16,[6.54851433e-99],[658.17195159]
0.0,[4.70059038e-95],[690.82361678]
0.0,[5.17269785e-92],[720.97516468]
0.0,[1.05237654e-90],[737.52683512]
0.0,[2.65857218e-96],[661.48901846]
0.0,[4.50364904e-93],[638.45820289]
-2.220446049250313e-16,[1.88170263e-99],[656.86808508]
0.0,[6.63275599e-97],[700.01697017]
-2.220446049250313e-16,[2.70862262e-95],[709.18625416]
2.220446049250313e-16,[9.98566883e-96],[660.88298723]
3.3306690738754696e-16,[2.60830532e-98],[637.36075966]
0.0,[1.19582292e-90],[679.90196916]
-2.220446049250313e-16,[3.57271341e-89],[718.52053653]
0.0,[2.60059239e-90],[719.76557234]
1.1102230246251565e-16,[5.08006515e-105],[1352.46888404]
0.0,[2.50303768e-105],[1283.37152698]
-2.220446049250313e-16,[3.36377579e-112],[1235.55099188]
-2.220446049250313e-16,[4.67649391e-112],[1228.53316243]
-2.220446049250313e-16,[1.23459382e-92],[1430.64386345]
2.220446049250313e-16,[2.32355481e-88],[1440.75217572]
-4.440892098500626e-16,[5.09232862e-95],[1371.61607211]
2.220446049250313e-16,[5.29299677e-107],[1309.24890855]
0.0,[3.59971418e-110],[1251.16077857]
0.0,[1.24645525e-112],[1190.75941617]
-2.220446049250313e-16,[1.57936983e-119],[1164.71147365]
2.220446049250313e-16,[2.25756101e-113],[1174.50212785]
1.1102230246251565e-16,[2.81496005e-109],[1171.91414867]
-2.220446049250313e-16,[5.33764166e-106],[1155.15766219]
0.0,[9.54716097e-109],[1157.89991192]
0.0,[2.12555928e-107],[1155.61032284]
-2.220446049250313e-16,[3.33325039e-99],[1267.77539062]
-2.220446049250313e-16,[1.64246625e-96],[1223.40014409]
-2.220446049250313e-16,[3.80099601e-97],[1251.206014]
1.1102230246251565e-16,[5.26516172e-90],[1337.84759402]
0.0,[1.66189462e-87],[1419.16493135]
-2.220446049250313e-16,[3.32712897e-96],[1451.97178022]
0.0,[2.28483569e-106],[1429.03346881]
0.0,[9.73988844e-108],[1257.39144598]
-2.220446049250313e-16,[6.59310395e-110],[1170.34602386]
2.220446049250313e-16,[9.00414167e-105],[1093.54339959]
0.0,[1.31183185e-102],[1063.21816598]
0.0,[1.26224235e-108],[1073.73904479]
0.0,[5.0103923e-116],[1101.56428318]
0.0,[1.29050142e-112],[1109.30901741]
2.220446049250313e-16,[5.70917841e-113],[1097.0873808]
1.1102230246251565e-16,[3.83649372e-115],[1096.4459037]
1.1102230246251565e-16,[6.52975697e-107],[1126.2455935]
0.0,[1.1088941e-97],[1389.8055755]
0.0,[1.96954166e-94],[1318.04701622]
0.0,[2.0436417e-94],[1234.20759134]
2.220446049250313e-16,[4.89674386e-95],[1210.63408825]
0.0,[1.72571187e-92],[1254.69305779]
-4.440892098500626e-16,[1.92536758e-102],[1378.54630055]
0.0,[1.60186011e-109],[1349.65941904]
0.0,[1.91003561e-109],[1279.46798168]
2.220446049250313e-16,[2.99348417e-107],[1169.74202235]
0.0,[2.49470602e-108],[1032.2020874]
0.0,[1.24065785e-108],[968.72572357]
0.0,[3.01685745e-109],[999.11358284]
-2.220446049250313e-16,[7.27701802e-111],[1066.05367743]
-4.440892098500626e-16,[4.73546691e-112],[1100.99939922]
0.0,[8.31976288e-115],[1089.29608274]
0.0,[1.52597299e-116],[1064.99505735]
1.1102230246251565e-16,[8.72850955e-115],[1062.43933824]
-2.220446049250313e-16,[1.25501808e-112],[1085.01180252]
0.0,[1.88531879e-95],[1246.35616527]
0.0,[1.22494447e-97],[1286.82233504]
1.1102230246251565e-16,[2.04743143e-97],[1218.14418897]
0.0,[1.09815672e-96],[1179.99751312]
0.0,[3.46041131e-95],[1177.25934915]
1.1102230246251565e-16,[1.2925432e-93],[1163.56443876]
1.1102230246251565e-16,[3.12082545e-100],[1173.86107202]
2.220446049250313e-16,[1.53166536e-106],[1232.38685997]
0.0,[3.26076193e-108],[1286.58762494]
0.0,[1.32773732e-104],[1265.54692287]
2.220446049250313e-16,[2.11283035e-102],[994.42085655]
1.1102230246251565e-16,[5.74063054e-112],[916.40240718]
0.0,[2.99764393e-104],[951.05103975]
1.1102230246251565e-16,[1.39637494e-107],[1057.83186849]
0.0,[6.52999995e-110],[1124.13681688]
0.0,[4.9339519e-113],[1123.01843262]
0.0,[4.27217054e-113],[1077.17245424]
0.0,[7.23993149e-111],[1030.52000158]
0.0,[1.2162216e-109],[1015.67730713]
-2.220446049250313e-16,[3.63737477e-106],[1016.46759153]
0.0,[7.93764197e-113],[1024.18082084]
2.220446049250313e-16,[1.13162169e-118],[1062.63985428]
0.0,[1.89123361e-95],[1135.90668802]
-2.220446049250313e-16,[8.1271808e-97],[1228.92477118]
0.0,[3.84498079e-100],[1210.61766621]
2.220446049250313e-16,[1.14084887e-97],[1170.70829025]
0.0,[1.74159011e-95],[1116.50453336]
0.0,[2.67885226e-103],[1153.967491]
-4.440892098500626e-16,[1.51863239e-102],[1253.71716069]
0.0,[6.14074615e-103],[1285.05304314]
-2.220446049250313e-16,[1.81850476e-101],[1227.4420166]
0.0,[1.98662095e-105],[996.81491627]
4.440892098500626e-16,[5.52367589e-109],[914.80926155]
1.1102230246251565e-16,[7.74164947e-104],[957.38244629]
0.0,[1.77576158e-102],[1096.74865962]
0.0,[2.47517659e-108],[1178.40530455]
0.0,[9.95786028e-113],[1177.90605373]
0.0,[1.47518831e-119],[1138.0429855]
0.0,[4.26575386e-115],[1065.60081572]
1.1102230246251565e-16,[6.01330449e-112],[994.03468712]
0.0,[3.05884763e-107],[971.09870462]
0.0,[1.86136329e-109],[1000.44088326]
-2.220446049250313e-16,[1.30427044e-115],[1043.19968549]
-2.220446049250313e-16,[9.6789258e-114],[1073.21526501]
0.0,[4.96635765e-108],[1058.02491431]
0.0,[1.21461291e-96],[1141.52400955]
1.1102230246251565e-16,[1.8422329e-92],[1163.07765108]
0.0,[1.72543286e-100],[1220.43074305]
2.220446049250313e-16,[2.80904721e-101],[1233.45468319]
1.1102230246251565e-16,[1.89005676e-100],[1176.94588934]
0.0,[1.96565862e-96],[1101.90723135]
1.1102230246251565e-16,[1.076734e-101],[1159.13049077]
0.0,[1.28741188e-100],[1233.50569901]
0.0,[1.06018899e-97],[1182.94152353]
1.1102230246251565e-16,[3.17954307e-102],[1116.79249483]
0.0,[5.1153099e-114],[1072.67216462]
1.1102230246251565e-16,[2.52086135e-111],[974.31563194]
1.1102230246251565e-16,[1.11484112e-111],[888.45596254]
0.0,[2.16246028e-107],[940.92362108]
0.0,[7.73049032e-102],[1098.40793744]
0.0,[2.15654217e-103],[1181.25681679]
0.0,[6.75476125e-105],[1172.99722829]
1.1102230246251565e-16,[1.26780504e-107],[1126.23652439]
0.0,[2.06409133e-108],[1044.43064731]
0.0,[3.36868935e-109],[962.48981431]
2.220446049250313e-16,[1.18450034e-109],[950.1623954]
0.0,[1.54199804e-103],[1006.28918098]
-2.220446049250313e-16,[5.25513379e-112],[1070.44967592]
0.0,[1.83610794e-111],[1123.48605526]
0.0,[6.73529174e-107],[1108.29966826]
0.0,[3.02010068e-109],[1045.16502949]
2.220446049250313e-16,[2.87799103e-89],[1040.88884541]
0.0,[5.26574204e-89],[1013.33908979]
-2.220446049250313e-16,[6.23169247e-93],[1047.13770249]
3.3306690738754696e-16,[1.3263543e-96],[1109.53228401]
0.0,[2.7036104e-100],[1165.83304372]
0.0,[3.0403248e-102],[1155.8982532]
2.220446049250313e-16,[1.85127964e-97],[1089.82924517]
0.0,[2.43593821e-96],[1090.91540049]
0.0,[1.68893659e-97],[1097.29689415]
1.1102230246251565e-16,[8.92915004e-109],[1060.19984586]
0.0,[6.71187408e-111],[1070.23586139]
0.0,[4.27669785e-105],[1083.65356685]
0.0,[2.3736526e-103],[986.70286769]
1.1102230246251565e-16,[1.4733591e-104],[882.80007157]
0.0,[5.65671509e-103],[910.94000603]
-2.220446049250313e-16,[1.5781859e-104],[1050.94954906]
-2.220446049250313e-16,[9.77521044e-103],[1138.80964451]
1.1102230246251565e-16,[1.09869502e-102],[1135.16504385]
1.1102230246251565e-16,[3.85354367e-102],[1064.29661889]
2.220446049250313e-16,[8.47928312e-103],[982.90064434]
0.0,[8.21837639e-104],[940.840046]
2.220446049250313e-16,[6.20120896e-109],[963.98077991]
-4.440892098500626e-16,[6.8389537e-104],[1022.28650979]
-2.220446049250313e-16,[6.62725979e-107],[1101.76017971]
1.1102230246251565e-16,[1.09481377e-110],[1182.29597024]
2.220446049250313e-16,[1.2958519e-113],[1183.26079245]
0.0,[4.12593539e-93],[900.57920927]
0.0,[2.51767355e-95],[936.85631486]
0.0,[4.93950845e-98],[975.67770565]
1.1102230246251565e-16,[7.31006336e-90],[991.9722302]
-2.220446049250313e-16,[8.23647945e-88],[1025.71740603]
1.1102230246251565e-16,[1.65668041e-99],[1066.16005572]
-2.220446049250313e-16,[3.16776747e-105],[1067.59847245]
-2.220446049250313e-16,[1.0715376e-105],[1062.80932857]
2.220446049250313e-16,[2.94685227e-104],[1082.07746438]
1.1102230246251565e-16,[2.65967161e-102],[1095.89217122]
0.0,[7.04304344e-96],[1090.98788871]
-2.220446049250313e-16,[3.30507375e-99],[1016.88265453]
-2.220446049250313e-16,[3.49144479e-105],[932.81154618]
1.1102230246251565e-16,[9.8490585e-104],[930.55939439]
0.0,[1.63857703e-110],[1020.53749234]
-2.220446049250313e-16,[1.75587219e-107],[1104.80664781]
1.1102230246251565e-16,[1.8642329e-110],[1112.39834894]
0.0,[1.67829873e-108],[1045.74169683]
1.1102230246251565e-16,[4.12723257e-106],[972.93561868]
-2.220446049250313e-16,[5.57682991e-103],[942.1563972]
0.0,[4.54753964e-105],[987.49957874]
0.0,[1.49321954e-99],[1034.23132085]
0.0,[1.73076459e-109],[1187.45221067]
-2.220446049250313e-16,[2.32782311e-97],[989.71749339]
0.0,[3.47211751e-96],[983.63979803]
0.0,[1.663433e-97],[962.72485112]
1.1102230246251565e-16,[1.97012403e-81],[886.66547828]
0.0,[1.4785604e-71],[783.97415221]
0.0,[1.37769489e-73],[792.58382161]
-2.220446049250313e-16,[1.04564674e-82],[978.896993]
1.1102230246251565e-16,[3.98278902e-91],[1047.97603951]
2.220446049250313e-16,[6.30590162e-103],[1041.54646451]
1.1102230246251565e-16,[8.588113e-100],[1057.88735064]
1.1102230246251565e-16,[4.23951689e-99],[1077.77000278]
-2.220446049250313e-16,[3.01021201e-97],[1060.58717496]
-2.220446049250313e-16,[3.7015764e-96],[966.23325243]
-2.220446049250313e-16,[3.35037277e-101],[894.37453087]
-2.220446049250313e-16,[5.49431357e-103],[905.13108796]
4.440892098500626e-16,[2.85547607e-110],[993.30410707]
1.1102230246251565e-16,[7.61994651e-108],[1082.85134708]
0.0,[1.52728206e-111],[1097.7025314]
0.0,[3.62968764e-110],[1046.66999847]
0.0,[6.02505515e-108],[988.63607728]
1.1102230246251565e-16,[2.9840754e-105],[959.87611658]
1.1102230246251565e-16,[7.81352661e-108],[1004.22526999]
0.0,[4.30911976e-102],[1035.88618499]
0.0,[3.93413753e-105],[1114.52433029]
0.0,[1.96817519e-109],[1165.35988722]
-2.220446049250313e-16,[8.53794565e-110],[1143.6141501]
2.220446049250313e-16,[1.22589221e-105],[1076.248224]
0.0,[6.33421819e-113],[1001.74426389]
0.0,[1.24715176e-107],[976.31486601]
2.220446049250313e-16,[1.57892194e-109],[995.5829001]
0.0,[3.30363658e-100],[1093.52613023]
-2.220446049250313e-16,[2.18357049e-100],[1077.0212546]
-2.220446049250313e-16,[1.36806811e-90],[964.59484145]
-2.220446049250313e-16,[6.38050296e-79],[798.53098192]
0.0,[7.92229394e-68],[656.95417217]
0.0,[2.18700266e-70],[639.67773198]
1.1102230246251565e-16,[6.88514789e-66],[839.53392837]
-2.220446049250313e-16,[7.11197364e-76],[961.18310786]
-2.220446049250313e-16,[1.31459815e-101],[993.9480878]
0.0,[8.40294961e-96],[1002.87518071]
0.0,[1.04557589e-94],[1038.50221641]
0.0,[1.02713558e-101],[1050.12014591]
-2.220446049250313e-16,[7.32399607e-95],[828.69781973]
0.0,[1.05984719e-89],[824.42099538]
1.1102230246251565e-16,[3.35867594e-99],[937.20992982]
0.0,[3.16469507e-100],[1063.82430252]
-2.220446049250313e-16,[1.24696058e-104],[1080.70076019]
-4.440892098500626e-16,[2.23204021e-101],[996.95183967]
1.1102230246251565e-16,[3.69880033e-106],[968.67999268]
2.220446049250313e-16,[2.16626773e-110],[984.80017688]
0.0,[3.55440712e-111],[995.40349025]
-2.220446049250313e-16,[3.61766313e-102],[1011.76971675]
-2.220446049250313e-16,[1.60139048e-106],[1109.35150506]
0.0,[3.00691117e-107],[1138.80036238]
2.220446049250313e-16,[2.21222606e-104],[1100.6835028]
0.0,[6.91733234e-104],[1059.50155819]
0.0,[1.57079997e-111],[999.22064089]
1.1102230246251565e-16,[1.67373302e-114],[968.66442512]
0.0,[3.0202013e-110],[972.11703072]
-2.220446049250313e-16,[1.87287077e-107],[955.92375393]
0.0,[2.29638817e-110],[1089.68322515]
0.0,[1.76046146e-103],[1113.39449056]
-2.220446049250313e-16,[2.34565112e-95],[1065.59384335]
1.1102230246251565e-16,[2.59963264e-90],[916.03974107]
1.1102230246251565e-16,[3.50112452e-70],[764.99011709]
-2.220446049250313e-16,[5.39814126e-60],[642.03858858]
0.0,[4.15136678e-65],[565.23575846]
-2.220446049250313e-16,[2.12760328e-55],[635.16567215]
-2.220446049250313e-16,[8.62427198e-68],[831.84527588]
1.1102230246251565e-16,[2.91580106e-100],[1021.69145532]
0.0,[2.34526713e-96],[1016.76585837]
0.0,[3.40890665e-92],[999.49284812]
0.0,[1.70306741e-102],[1017.97567809]
-2.220446049250313e-16,[1.02473961e-104],[945.43317847]
-2.220446049250313e-16,[6.24254e-98],[828.25297756]
0.0,[1.15099638e-89],[803.13650453]
1.1102230246251565e-16,[2.23763181e-97],[910.38658112]
1.1102230246251565e-16,[1.76066581e-98],[1030.52879064]
0.0,[4.36236743e-110],[1045.2786195]
0.0,[6.77686545e-103],[980.1745055]
0.0,[4.0195235e-103],[962.49113793]
0.0,[3.00851673e-106],[986.88899859]
-2.220446049250313e-16,[2.8386862e-103],[956.31154019]
1.1102230246251565e-16,[3.38575196e-97],[949.25160367]
1.1102230246251565e-16,[7.09006551e-99],[1058.12739354]
2.220446049250313e-16,[4.06434931e-104],[1088.59778789]
1.1102230246251565e-16,[7.56016705e-106],[1039.13371486]
1.1102230246251565e-16,[1.86467183e-104],[995.90146772]
-2.220446049250313e-16,[1.66971661e-105],[977.38946054]
0.0,[1.05302141e-111],[974.08549111]
1.1102230246251565e-16,[8.42543775e-112],[976.77622717]
1.1102230246251565e-16,[4.20825237e-112],[975.04856723]
-2.220446049250313e-16,[8.44684951e-100],[1062.82502058]
0.0,[2.33461456e-94],[1072.5926777]
0.0,[6.19947892e-95],[1022.75315109]
0.0,[4.21252996e-91],[929.38501575]
1.1102230246251565e-16,[2.51614569e-71],[835.91111845]
0.0,[4.0168932e-64],[715.86777511]
3.3306690738754696e-16,[2.97266599e-68],[542.87564566]
1.1102230246251565e-16,[4.42041238e-49],[446.27232331]
0.0,[6.94877882e-66],[700.31431669]
